id,nombre,estado,especie,origen,ubicacion,episodios,fecha_creacion
1867,  Squanchyâ€  ,,cronenberg,,Gazorpazorp,['S04E06'],INVALID_DATE_2026
4668,Jerry Smith,NULL,alien  ,,Earth (C-137),"['S01E02', 'S05E06', 'S04E03', 'S01E05']",2023-02-02T12:00:00.000000Z
7054,pickle rick,UNKNOWN,Robot,Citadel of Ricks &amp; Mortys,Planet Squanch,S02E04|S05E09,2019-11-25T12:00:00.000000Z
5239,summer smith,N/A,Cronenberg,Abadango,---,"S01E06,S04E09",17/09/2023
3698,EVIL MORTY,N/A,  Cronenberg!!  ,N/A,Gazorpazorp,['S04E03'],NOT_A_DATE
4117,Morty Smith,dead,human,unknown,Gazorpazorp,"S01E09,S03E08,S03E09",2019-01-01T12:00:00.000000Z
7749,Birdperson,,MYTHOLOGICAL CREATURE,Abadango,NULL,S01E01|S01E02|S04E09|S04E02,07-07-2022
5123,Birdperson,N/A,Alien  ,Signus 5,Earth (C-137),"S02E05,S04E06,S01E02",
2724,morty smith,DEAD,human,N/A,Gazorpazorp,S01E06|S03E09|S04E05,12-06-2023
5369,  Evil Morty	  ,N/A,Cronenberg,Signus 5,NULL,S01E02|S02E07|S02E02|S01E05,2020-06-06T12:00:00.000000Z
710,Evil Morty,NULL,Unkn0wn,Abadango,Planet Squanch,"['S01E02', 'S04E06', 'S05E08']",
3489,  Evil Morty!!  ,UNKNOWN,---,Signus 5,Planet Squanch,"S05E03,S05E03,S02E04",INVALID_DATE_2026
598,Morty Smith,Alive,---,Earth (C-137),Earth (C-137),S04E07|S02E04,
7357,Evil Morty,,Alien  ,Abadango,Gazorpazorp,S01E03|S02E06,25/06/2020
3316,  Morty SmithÃ¡  ,alive,---,unknown,Earth (C-137),"S04E02,S02E04,S01E06",NOT_A_DATE
7682,Rick Sanchez,Alive,unkn0wn,unknown,Citadel of Ricks,S04E01|S01E05,
598,Morty Smith,Alive,---,Earth (C-137),Earth (C-137),S04E07|S02E04,
2552,PICKLE RICK,alive,human,Citadel of Ricks &amp; Mortys,Planet Squanch,['S05E02'],09-20-2023
3198,Pickle Rick,dead,---,Signus 5,Anatomy Park,"S02E06,S03E06,S01E06",11-13-2023
2562,Morty Smith,UNKNOWN,Cronenberg,N/A,NULL,"S03E07,S05E09,S03E01",14/05/2024
3980,  Morty SmithÃ±  ,None,  Cronenberg    ,unknown,Planet Squanch,"['S02E01', 'S04E03', 'S02E09']",2017-04-21T12:00:00.000000Z
2185,Rick Sanchez,UNKNOWN, Alien,unknown,Citadel of Ricks,S02E09|S05E02|S05E09,25/04/2023
2587,Rick Sanchez,DEAD,Alien  ,Abadango,---,S03E04,
7950,Evil Morty,,human,Abadango,NULL,S05E07|S05E08|S02E01|S02E02,
5413,PICKLE RICK,unknown,  Alien  	  ,Citadel of Ricks &amp; Mortys,Earth (C-137),"['S04E07', 'S01E03']",NOT_A_DATE
2766,Meeseeks,Alive, Alien,Earth (Replacement Dimension),Earth (C-137),S05E07,23/12/2020
766,morty smith,,Alien  ,Abadango,Citadel of Ricks,S02E07,
6041,summer smith,unknown,robot,Citadel of Ricks &amp; Mortys,Anatomy Park,['S01E06'],
822,evil morty,NULL,Robot,Citadel of Ricks &amp; Mortys,---,"['S02E05', 'S02E07', 'S02E08']",24/06/2022
2742,  Meeseeksâ€  ,???, ALIEN,Earth (C-137),Planet Squanch,"S03E09,S03E01",2018-07-03
5325,meeseeks,Alive,MYTHOLOGICAL CREATURE,N/A,Gazorpazorp,"['S05E09', 'S04E07', 'S03E06']",
4573,Pickle Rick,dead,alien  ,Citadel of Ricks &amp; Mortys,Earth (C-137),S03E01|S05E09,2019-04-15T12:00:00.000000Z
3231,Morty Smith,None,CRONENBERG,Abadango,NULL,S03E09|S05E03|S05E06,
1197,Beth Smith,???,robot,Citadel of Ricks &amp; Mortys,NULL,S03E03|S05E09|S05E04,2022-12-07T12:00:00.000000Z
4327,  Rick SanchezÃ±  ,Alive,cronenberg,Citadel of Ricks &amp; Mortys,Gazorpazorp,"S03E06,S02E08,S03E06,S02E02",02-17-2021
7091,Evil Morty,dead,alien  ,Citadel of Ricks &amp; Mortys,---,S02E06|S04E06|S05E07,INVALID_DATE_2026
6417,SQUANCHY,NULL,  Cronenberg&#39;  ,Earth (C-137),Planet Squanch,"['S02E08', 'S02E03', 'S04E05']",2022-10-28T12:00:00.000000Z
2919,PICKLE RICK,ALIVE,---,Earth (Replacement Dimension),Anatomy Park,"S02E05,S01E08,S01E06,S01E07",
6352,Evil Morty,N/A,Unkn0wn,unknown,Earth (C-137),"['S02E07', 'S04E04', 'S02E07', 'S01E03']",2024-03-26
4590,Beth Smith,Dead,Cronenberg,Earth (Replacement Dimension),Citadel of Ricks,"S03E03,S03E08,S01E08,S03E05",12/07/2023
2151,Summer Smith,Dead,---,N/A,NULL,"S03E05,S02E06,S01E09",INVALID_DATE_2026
88,Pickle Rick,NULL,human,Earth (C-137),Earth (C-137),S05E05|S01E07|S01E04,03-22-2022
7937,  Summer Smithâ€  ,alive,---,N/A,Gazorpazorp,"['S03E05', 'S01E01', 'S01E07']",2023-04-27
1206,  Beth SmithN/A  ,alive,Unkn0wn,,Gazorpazorp,"S04E09,S04E07",04-11-2022
245,Evil Morty,,Human,N/A,Anatomy Park,"['S03E09', 'S05E02', 'S01E06']",2020-04-23T12:00:00.000000Z
3127,summer smith,UNKNOWN, Alien,N/A,Citadel of Ricks,S02E09,
1113,BIRDPERSON,Alive,---,unknown,---,S02E05,2017-05-22T12:00:00.000000Z
7630,SQUANCHY,ALIVE,CRONENBERG,Citadel of Ricks &amp; Mortys,Anatomy Park,S01E06,
5174,BETH SMITH,Dead,Robot,,NULL,"S04E01,S03E03,S05E05",01/08/2024
6646,Morty Smith,UNKNOWN,  Humanâ€  ,Citadel of Ricks &amp; Mortys,Planet Squanch,['S04E05'],2022-12-21T12:00:00.000000Z
213,Pickle Rick,N/A,Unkn0wn,unknown,Anatomy Park,S04E07|S04E05|S02E06|S01E03,2017-04-10
1306,Squanchy,N/A, Alien,unknown,---,S03E04,23/03/2020
2173,pickle rick,, alien,N/A,Anatomy Park,"S02E04,S04E04,S03E01,S04E06",02-07-2021
2546,  Meeseeks	  ,unknown,Unkn0wn,Citadel of Ricks &amp; Mortys,Planet Squanch,S02E08,NOT_A_DATE
7802,Jerry Smith,Alive,Alien  ,N/A,Anatomy Park,S05E01|S03E05|S01E02|S05E08,2019-11-27
7036,meeseeks,ALIVE,  Unkn0wn&#39;  ,Earth (Replacement Dimension),Earth (C-137),"S01E09,S02E07",NOT_A_DATE
1456,Morty Smith,N/A,Alien  ,Abadango,Anatomy Park,"['S03E09', 'S02E04', 'S04E08']",NOT_A_DATE
480,Pickle Rick,None,  ---	  ,Signus 5,Citadel of Ricks,S04E09|S02E01,NOT_A_DATE
1752,Morty Smith,dead,Unkn0wn,Earth (Replacement Dimension),---,S04E06|S03E01|S01E08,2018-04-28T12:00:00.000000Z
3605,Meeseeks,alive,Cronenberg,unknown,Earth (C-137),"S03E07,S03E03,S05E04,S01E03",NOT_A_DATE
549,  Jerry Smithâ€  ,NULL,human,Earth (C-137),---,['S05E08'],2022-08-12
4824,birdperson,,Alien  ,Abadango,NULL,S04E09|S03E02|S01E07,NOT_A_DATE
1205,Pickle Rick,unknown,human,,Anatomy Park,"S03E02,S02E08,S02E06",NOT_A_DATE
7693,Beth Smith,NULL,Mythological Creature,,NULL,"S03E06,S01E02,S02E02,S03E07",2024-06-20
3534,Rick Sanchez,ALIVE, Alien,Signus 5,Citadel of Ricks,S03E07|S01E08|S02E06,2023-03-13
2703,MORTY SMITH,,human,Earth (C-137),Earth (C-137),S02E09,INVALID_DATE_2026
2451,Summer Smith,N/A,---,Earth (C-137),---,"S04E09,S01E06,S01E02,S05E03",INVALID_DATE_2026
3549,Rick Sanchez,dead,human,Signus 5,Citadel of Ricks,S03E01,
4074,Evil Morty,dead,  HumanN/A  ,Earth (C-137),---,S02E07,01-27-2022
1497,Birdperson,dead, alien,N/A,Anatomy Park,"['S03E06', 'S02E05', 'S04E03', 'S02E03']",INVALID_DATE_2026
7657,Evil Morty,Dead,Human,Signus 5,Planet Squanch,"S03E08,S01E04,S01E05",
1022,Meeseeks,UNKNOWN,---,,Earth (C-137),['S02E05'],
5323,Morty Smith,dead,robot,,Earth (C-137),"S03E06,S05E02,S04E09,S05E06",NOT_A_DATE
2034,SUMMER SMITH,???,Mythological Creature,Signus 5,Anatomy Park,"['S02E03', 'S02E05', 'S05E04', 'S04E08']",
26,birdperson,Alive,---,N/A,Earth (C-137),"['S04E08', 'S03E08', 'S05E04']",
5196,meeseeks,ALIVE,unkn0wn,,Earth (C-137),"S04E06,S04E06",
5734,Summer Smith,NULL,Human,Earth (Replacement Dimension),Planet Squanch,"['S02E04', 'S04E05']",09-07-2020
2253,Meeseeks,,Robot,Signus 5,Earth (C-137),S04E05,
2947,Rick Sanchez,dead,---,Signus 5,Citadel of Ricks,"S05E02,S05E01,S02E05",NOT_A_DATE
2780,  Birdperson#VALUE!  ,None,Alien  ,Earth (C-137),NULL,"S05E09,S05E07",06/01/2018
7364,jerry smith,alive, Alien,Citadel of Ricks &amp; Mortys,Citadel of Ricks,S03E05|S01E02|S04E01,2019-02-01
5503,Pickle Rick,DEAD,human,Earth (Replacement Dimension),Gazorpazorp,"['S01E01', 'S02E07']",
5638,Squanchy,dead,CRONENBERG,,Anatomy Park,['S02E01'],2019-04-16
17,Rick Sanchez,None,Robot,N/A,Citadel of Ricks,"['S05E02', 'S05E03', 'S05E05']",2023-11-08T12:00:00.000000Z
6300,EVIL MORTY,Dead,alien  ,Earth (C-137),Gazorpazorp,"S02E05,S03E01,S02E05",2023-12-09
1730,Meeseeks,dead,HUMAN,Earth (C-137),---,S01E08|S03E01|S04E08|S04E01,2021-10-11T12:00:00.000000Z
7379,PICKLE RICK,None,Mythological Creature,N/A,---,"S03E08,S04E04",NOT_A_DATE
4561,Meeseeks,DEAD,  human!!  ,unknown,Planet Squanch,S01E07,20/09/2023
6947,Meeseeks,None,Human,Earth (C-137),Planet Squanch,S01E09|S03E05|S03E01,2020-08-27
2376,Meeseeks,DEAD,cronenberg,Abadango,---,"['S03E03', 'S03E03']",2017-10-24
2418,MORTY SMITH,None,human,,Anatomy Park,S03E02,03-16-2021
1608,squanchy,alive,---,,---,S01E08,2019-11-03
7168,Squanchy,unknown,robot,Earth (Replacement Dimension),---,"['S01E04', 'S03E02']",02-19-2022
907,SQUANCHY,unknown,alien  ,Signus 5,Earth (C-137),['S01E05'],20/07/2022
3015,Birdperson,Alive,Robot,unknown,NULL,"['S02E09', 'S05E02', 'S01E04']",01-05-2022
5761,Evil Morty,ALIVE,unkn0wn,unknown,Earth (C-137),S03E08|S02E07,2021-04-10
1894,  Morty Smith!!  ,ALIVE,Cronenberg,Earth (Replacement Dimension),Gazorpazorp,"S05E06,S04E07,S03E07",2020-02-04T12:00:00.000000Z
2235,evil morty,DEAD,robot,Earth (C-137),Citadel of Ricks,['S03E08'],28/06/2023
5870,  SquanchyÃ±  ,dead,Unkn0wn,,Earth (C-137),"S02E05,S03E06",20/09/2020
4355,Rick Sanchez,,Mythological Creature,Citadel of Ricks &amp; Mortys,Anatomy Park,S01E03,NOT_A_DATE
3229,pickle rick,N/A, Alien,,Planet Squanch,"S01E02,S01E04,S02E05,S03E05",21/06/2020
3457,Summer Smith,unknown,Unkn0wn,,Citadel of Ricks,"S04E03,S02E02,S04E07,S02E06",NOT_A_DATE
2793,Meeseeks,N/A, alien,Signus 5,Anatomy Park,"['S04E03', 'S04E02', 'S05E09', 'S03E07']",NOT_A_DATE
3209,Summer Smith,Alive,Mythological Creature,N/A,Earth (C-137),S04E05,12/01/2019
2703,MORTY SMITH,,human,Earth (C-137),Earth (C-137),S02E09,INVALID_DATE_2026
3649,squanchy,UNKNOWN,---,N/A,NULL,"S01E07,S05E08",2020-06-03T12:00:00.000000Z
905,JERRY SMITH,DEAD,---,Abadango,NULL,S04E02,03-26-2022
2311,Evil Morty,ALIVE,  human    ,Earth (C-137),NULL,"['S04E02', 'S01E05', 'S04E01', 'S03E09']",
572,Meeseeks,None,  Cronenberg&#39;  ,Earth (Replacement Dimension),---,"['S02E02', 'S04E06', 'S04E06', 'S03E01']",
6590,Pickle Rick,Alive,Mythological Creature,Abadango,Citadel of Ricks,S05E03,09-22-2020
4244,  Beth Smithâ€  ,dead,Human,Earth (C-137),Earth (C-137),"S01E05,S03E03,S01E01,S03E02",
1219,Pickle Rick,???,robot,unknown,Anatomy Park,"['S02E02', 'S02E01', 'S01E08', 'S03E04']",19/07/2021
7297,  Summer Smith!!  ,DEAD,HUMAN,Abadango,Earth (C-137),"S02E02,S05E08,S03E02",
5969,Meeseeks,???,Unkn0wn,Earth (C-137),Earth (C-137),S02E02|S05E09|S02E05,
4376,  Summer Smith	  ,dead,Alien  ,Earth (Replacement Dimension),NULL,S04E09,INVALID_DATE_2026
2530,Beth Smith,Alive,Unkn0wn,N/A,---,"['S05E09', 'S02E03']",2022-11-20
7947,BETH SMITH,NULL,Alien  ,Earth (Replacement Dimension),NULL,S02E01|S01E05|S05E01,
507,  Evil Morty    ,NULL,---,Earth (Replacement Dimension),Gazorpazorp,S05E09,
5129,Pickle Rick,ALIVE,Unkn0wn,Earth (Replacement Dimension),Anatomy Park,S02E09|S02E09|S02E09|S05E09,
5832,  Squanchy&#39;  ,???,  Mythological Creatureâ€  ,N/A,Anatomy Park,"S03E07,S01E06,S01E02",INVALID_DATE_2026
5362,PICKLE RICK,unknown,human,Abadango,Anatomy Park,S02E07|S05E06,2018-01-28T12:00:00.000000Z
4723,Pickle Rick,Dead, Alien,Signus 5,NULL,S01E04|S03E04|S02E05,2023-05-26
1653,Rick Sanchez,NULL,  CronenbergÃ±  ,unknown,Citadel of Ricks,"S01E06,S04E05",NOT_A_DATE
6293,  Pickle Rick    ,dead,human,Earth (C-137),Gazorpazorp,"['S05E08', 'S05E06']",INVALID_DATE_2026
4058,Jerry Smith,???,Mythological Creature,Abadango,Earth (C-137),S05E03|S05E02|S03E02|S05E01,INVALID_DATE_2026
5330,pickle rick,None,Unkn0wn,Signus 5,Citadel of Ricks,['S05E07'],06/03/2019
6272,Birdperson,,human,Citadel of Ricks &amp; Mortys,Citadel of Ricks,"S02E05,S04E04,S02E08",
1881,jerry smith,dead,Alien  ,Earth (C-137),Earth (C-137),"['S05E02', 'S02E06', 'S04E01']",02-11-2020
2962,  Squanchy    ,DEAD,CRONENBERG,Signus 5,NULL,S05E06|S04E03,
1975,  Squanchy#VALUE!  ,UNKNOWN,human,N/A,Anatomy Park,"S01E05,S03E02,S02E05,S01E05",2017-12-11T12:00:00.000000Z
214,Rick Sanchez,N/A,---,N/A,---,"['S04E06', 'S03E03']",INVALID_DATE_2026
1944,  BirdpersonÃ±  ,Alive,  RobotÃ¡  ,Abadango,Anatomy Park,"['S05E04', 'S05E08']",2020-08-03T12:00:00.000000Z
3681,Evil Morty,NULL,  Alien  &#39;  ,Signus 5,Citadel of Ricks,S04E09,INVALID_DATE_2026
1189,Summer Smith,dead,human,Earth (Replacement Dimension),Anatomy Park,"['S02E02', 'S03E03']",
823,Birdperson,None,---,Signus 5,Planet Squanch,"['S02E09', 'S04E02', 'S02E02']",04-24-2023
5393,morty smith,Alive,---,unknown,Anatomy Park,"S01E04,S03E09,S02E04",NOT_A_DATE
1741,Meeseeks,dead,Unkn0wn,,Gazorpazorp,S01E09|S02E06|S03E01|S02E04,2021-03-02T12:00:00.000000Z
1961,Meeseeks,Dead,Unkn0wn,Abadango,---,S02E02,2017-04-04
4917,Squanchy,Alive,human,Citadel of Ricks &amp; Mortys,Citadel of Ricks,"S04E05,S04E04,S04E08,S02E06",03-17-2018
2861,Meeseeks,dead,Unkn0wn,Citadel of Ricks &amp; Mortys,Planet Squanch,"['S05E09', 'S04E07', 'S01E05', 'S02E07']",NOT_A_DATE
6190,Beth Smith,UNKNOWN,Mythological Creature,Earth (Replacement Dimension),NULL,"S04E03,S02E05",INVALID_DATE_2026
262,Pickle Rick,???,human,Abadango,Citadel of Ricks,S03E03|S05E09|S01E05|S02E04,NOT_A_DATE
984,Morty Smith,NULL,Cronenberg,Citadel of Ricks &amp; Mortys,Planet Squanch,S02E05|S04E07|S03E01|S05E09,NOT_A_DATE
5743,Jerry Smith,NULL,ROBOT,Signus 5,Citadel of Ricks,['S03E07'],
5163,  Jerry Smith!!  ,NULL,  HumanÃ¡  ,Abadango,Earth (C-137),['S02E01'],2022-12-08T12:00:00.000000Z
7498,Squanchy,Dead,human,N/A,Citadel of Ricks,"S03E02,S03E08,S04E06",12-17-2020
6323,squanchy,dead,---,Abadango,Planet Squanch,"S02E01,S02E03,S04E09",
5406,  Jerry SmithÃ¡  ,alive,---,Abadango,Citadel of Ricks,"['S02E07', 'S01E01']",
2895,Rick Sanchez,alive,Unkn0wn,Signus 5,---,"S02E03,S03E05,S05E07,S03E07",2022-12-21T12:00:00.000000Z
1626,rick sanchez,NULL,human,Signus 5,Earth (C-137),"['S02E09', 'S04E04', 'S05E03']",NOT_A_DATE
2258,morty smith,???,---,Signus 5,Gazorpazorp,"['S05E07', 'S03E05', 'S05E04', 'S02E05']",NOT_A_DATE
3210,Meeseeks,unknown,---,Abadango,Gazorpazorp,"S01E05,S01E03",20/05/2021
4775,Evil Morty,,robot,,Citadel of Ricks,['S02E09'],02-06-2023
1000,meeseeks,None,  CronenbergÃ¡  ,Earth (C-137),NULL,S04E03,2022-03-27T12:00:00.000000Z
3196,  MeeseeksÃ¡  ,dead,Cronenberg,Earth (C-137),Earth (C-137),"['S03E08', 'S01E01', 'S03E04']",INVALID_DATE_2026
7126,  Evil MortyÃ±  ,Alive,human,,Gazorpazorp,"S04E02,S03E06,S05E03,S05E05",09/04/2021
6288,morty smith,dead,alien  ,,Citadel of Ricks,"['S02E03', 'S05E07', 'S05E08', 'S05E01']",03-22-2023
5950,Birdperson,DEAD,Human,Earth (Replacement Dimension),Anatomy Park,S02E08,NOT_A_DATE
1889,  Morty Smith    ,dead,---,Earth (C-137),NULL,"S02E09,S04E06",01-26-2022
3459,  Birdpersonâ€  ,alive,   Alien#VALUE!  ,,Earth (C-137),['S05E05'],
5765,Evil Morty,N/A,mythological creature,N/A,NULL,S04E08|S03E08,
2527,Evil Morty,alive,Alien  ,Signus 5,Citadel of Ricks,"['S01E08', 'S01E08', 'S01E05']",NOT_A_DATE
7921,SQUANCHY,UNKNOWN,  ---	  ,N/A,Gazorpazorp,S04E08,01/02/2022
7779,Pickle Rick,Alive, Alien,Citadel of Ricks &amp; Mortys,Planet Squanch,S05E01|S02E04,2022-08-01
656,Meeseeks,alive,Unkn0wn,unknown,Gazorpazorp,"['S03E08', 'S05E05', 'S03E02']",
1856,  Meeseeks!!  ,N/A,Robot,unknown,Gazorpazorp,"['S04E09', 'S03E06', 'S04E09', 'S02E02']",02/12/2024
3280,Rick Sanchez,Dead,Mythological Creature,N/A,---,S02E07|S01E08|S02E06,12-02-2021
3703,jerry smith,DEAD,---,Abadango,Gazorpazorp,S02E09,
4125,Morty Smith,DEAD,MYTHOLOGICAL CREATURE,Earth (C-137),Gazorpazorp,['S03E07'],2019-07-20
5219,Birdperson,,human,Earth (Replacement Dimension),Citadel of Ricks,"S03E04,S04E01",06-24-2019
4333,Morty Smith,None,Unkn0wn,unknown,Anatomy Park,"S01E04,S05E08,S03E06,S03E07",2020-01-07T12:00:00.000000Z
2744,  Rick SanchezÃ±  ,alive,Mythological Creature,unknown,Planet Squanch,S03E09|S04E07|S01E04|S01E03,INVALID_DATE_2026
352,Summer Smith,ALIVE,ROBOT,Earth (C-137),NULL,S04E05,NOT_A_DATE
5125,Pickle Rick,unknown,  Human!!  ,Earth (C-137),Citadel of Ricks,"S02E02,S04E07,S03E04",
1965,jerry smith,,Alien  ,unknown,---,"S02E01,S05E03,S02E02,S04E08",NOT_A_DATE
2931,meeseeks,unknown,Alien  ,unknown,Anatomy Park,"['S04E04', 'S02E06']",2019-06-06
4228,birdperson,dead,cronenberg,Earth (C-137),---,S02E04|S03E03,
1800,Pickle Rick,None,HUMAN,Earth (C-137),Gazorpazorp,"S04E08,S03E09",NOT_A_DATE
4384,Summer Smith,???,Human,,Anatomy Park,['S04E07'],02-21-2023
6944,Morty Smith,N/A,Mythological Creature,Citadel of Ricks &amp; Mortys,---,S05E05|S04E01|S05E07|S03E02,04-17-2017
4438,Squanchy,Dead, alien,Abadango,Planet Squanch,['S01E05'],2024-01-03T12:00:00.000000Z
6081,Pickle Rick,Alive,Cronenberg,Earth (C-137),Earth (C-137),"['S05E01', 'S03E07', 'S04E03', 'S02E03']",INVALID_DATE_2026
3254,Rick Sanchez,ALIVE,HUMAN,,NULL,S02E01|S01E05|S05E07,NOT_A_DATE
1181,pickle rick,Alive,---,Earth (Replacement Dimension),NULL,"S02E03,S04E07,S01E07,S02E07",2024-07-08T12:00:00.000000Z
1153,jerry smith,ALIVE,robot,Abadango,Citadel of Ricks,S01E06|S05E09,10-23-2021
3175,  Squanchyâ€  ,Alive,Human,Citadel of Ricks &amp; Mortys,Earth (C-137),"S05E06,S05E03",26/09/2017
1065,Squanchy,???,Unkn0wn,Abadango,NULL,"['S02E05', 'S01E06', 'S02E05', 'S04E07']",2017-10-20
5669,Morty Smith,Dead,ALIEN  ,,Planet Squanch,['S05E02'],2024-07-05T12:00:00.000000Z
5185,Beth Smith,dead,human,Abadango,---,['S05E09'],
7495,Jerry Smith,Alive, alien,,---,"['S02E07', 'S01E01', 'S01E08']",2023-07-26T12:00:00.000000Z
2325,RICK SANCHEZ,Dead,---,Citadel of Ricks &amp; Mortys,Gazorpazorp,"['S01E05', 'S01E02']",INVALID_DATE_2026
5158,  MeeseeksÃ±  ,ALIVE,HUMAN,Earth (Replacement Dimension),Citadel of Ricks,"S02E09,S01E05",NOT_A_DATE
5995,meeseeks,ALIVE,human,Earth (Replacement Dimension),Planet Squanch,S03E05,2024-02-14
7361,Meeseeks,UNKNOWN, Alien,Earth (Replacement Dimension),Planet Squanch,"S05E08,S03E09,S02E06,S04E01",
5907,Meeseeks,DEAD,Cronenberg,Citadel of Ricks &amp; Mortys,Earth (C-137),S02E06|S01E03,18/01/2024
1239,Pickle Rick,???,human,Earth (Replacement Dimension),Planet Squanch,S02E05,2024-04-23
4335,pickle rick,Alive,Mythological Creature,Signus 5,Citadel of Ricks,"['S03E08', 'S03E09', 'S02E08', 'S03E09']",
1233,Birdperson,UNKNOWN,  RobotN/A  ,Earth (C-137),---,['S03E05'],27/12/2021
2996,MEESEEKS,N/A,  Mythological CreatureÃ±  ,Signus 5,Anatomy Park,S03E06|S03E09|S03E08,2018-05-21
2708,  Morty SmithÃ±  ,Dead,Mythological Creature,,NULL,['S05E07'],12-11-2022
580,Morty Smith,Dead,Human,Earth (Replacement Dimension),Citadel of Ricks,S01E07,07/06/2017
1009,Jerry Smith,Dead,mythological creature,,---,S02E07|S03E07|S02E02|S04E07,2020-06-04T12:00:00.000000Z
5021,  Rick Sanchez&#39;  ,Alive,Mythological Creature,Earth (C-137),Citadel of Ricks,S05E06|S01E09|S04E06,2024-07-22T12:00:00.000000Z
1069,meeseeks,None,  Alien  #VALUE!  ,Citadel of Ricks &amp; Mortys,Earth (C-137),S04E08|S05E02|S01E04|S04E04,
5326,rick sanchez,DEAD,Unkn0wn,Signus 5,NULL,S03E09,2022-05-13
4170,Rick Sanchez,dead,---,N/A,---,S03E03|S02E07,2020-05-28T12:00:00.000000Z
2972,BIRDPERSON,None,UNKN0WN,unknown,Anatomy Park,"['S04E01', 'S05E08', 'S04E09', 'S03E08']",2021-08-25T12:00:00.000000Z
3669,Squanchy,dead,human,,NULL,S03E08,
4993,Beth Smith,???,Robot,Earth (C-137),Citadel of Ricks,"['S04E01', 'S01E05']",06/08/2019
5436,Squanchy,None, Alien,Earth (C-137),Gazorpazorp,"S04E08,S03E09",NOT_A_DATE
4565,RICK SANCHEZ,Dead,Mythological Creature,Earth (C-137),Planet Squanch,S02E01|S05E04,
4372,meeseeks,None,  Human#VALUE!  ,Earth (C-137),NULL,"S03E01,S03E07,S01E06",07-08-2017
3044,Rick Sanchez,unknown,Mythological Creature,,Anatomy Park,['S02E07'],NOT_A_DATE
612,  Jerry SmithÃ¡  ,unknown,  Robot&#39;  ,Citadel of Ricks &amp; Mortys,Earth (C-137),S03E02|S02E02,
3441,  Pickle Rick&#39;  ,alive,---,Abadango,Gazorpazorp,S01E07,01/02/2017
2156,Morty Smith,alive,human,Abadango,Anatomy Park,S03E05,
7525,Jerry Smith,None,Human,Earth (Replacement Dimension),Earth (C-137),S04E09|S01E05,24/11/2017
2759,  Jerry Smithâ€  ,dead,alien  ,N/A,Anatomy Park,"S02E03,S03E05,S01E02,S01E09",NOT_A_DATE
1785,  MeeseeksN/A  ,???,Cronenberg,Signus 5,Anatomy Park,"S03E05,S04E03,S04E06",24/10/2019
2199,Squanchy,UNKNOWN,---,Earth (C-137),NULL,S02E03|S01E02,INVALID_DATE_2026
2122,Morty Smith,NULL,cronenberg,Citadel of Ricks &amp; Mortys,Citadel of Ricks,"S03E03,S03E05,S01E08",
5092,Squanchy,???,Cronenberg,Earth (Replacement Dimension),Gazorpazorp,S01E03|S04E01|S05E04|S05E04,NOT_A_DATE
722,Morty Smith,NULL,  human	  ,Abadango,Citadel of Ricks,"['S01E09', 'S04E04', 'S02E07']",
7734,Jerry Smith,ALIVE,Mythological Creature,Earth (Replacement Dimension),Earth (C-137),"['S01E09', 'S02E05']",2020-08-11T12:00:00.000000Z
6246,Morty Smith,None,Robot,Citadel of Ricks &amp; Mortys,Gazorpazorp,"['S02E01', 'S01E08', 'S03E06', 'S02E04']",09-04-2023
2652,PICKLE RICK,N/A,  CronenbergN/A  ,Earth (Replacement Dimension),Gazorpazorp,"['S04E04', 'S02E05', 'S05E08']",
5828,Summer Smith,???,Unkn0wn,Earth (Replacement Dimension),Planet Squanch,S04E01|S05E08,2023-12-23T12:00:00.000000Z
6330,Morty Smith,NULL, alien,Abadango,Earth (C-137),"S03E05,S03E09,S02E07",13/07/2022
5757,  BirdpersonN/A  ,, Alien,unknown,Planet Squanch,['S04E07'],07/01/2021
1257,Birdperson,N/A,Unkn0wn,Earth (Replacement Dimension),---,"S05E06,S02E04",01/04/2018
5466,Evil Morty,Dead,Unkn0wn,unknown,Earth (C-137),"S02E05,S01E04,S02E09",11/11/2024
3934,SQUANCHY,,ALIEN  ,Signus 5,Earth (C-137),"['S01E03', 'S02E01', 'S01E04', 'S05E03']",
3595,Morty Smith,UNKNOWN,UNKN0WN,unknown,Anatomy Park,S05E07|S03E03|S01E03|S01E08,2024-05-07
7534,JERRY SMITH,None,---,,Anatomy Park,"S01E01,S04E01,S03E03,S05E03",
2965,  Jerry Smith    ,N/A,human,Earth (C-137),NULL,"S02E09,S03E07,S04E07,S01E01",NOT_A_DATE
2495,Squanchy,dead,Robot,N/A,Earth (C-137),"S05E02,S02E03,S02E03",2024-05-01T12:00:00.000000Z
3703,jerry smith,unknown,---,Abadango,NULL,S02E09,
2224,Evil Morty,alive,Cronenberg,Abadango,Earth (C-137),S01E09|S02E06|S04E06,2019-12-01T12:00:00.000000Z
5685,birdperson,???,Alien  ,unknown,Planet Squanch,S02E03,12-07-2018
3255,Birdperson,???,  Alien      ,Earth (Replacement Dimension),Planet Squanch,"S03E06,S03E07",01-10-2019
7345,Rick Sanchez,UNKNOWN,  Mythological Creature	  ,unknown,NULL,"['S02E04', 'S05E04', 'S01E04']",2020-06-19T12:00:00.000000Z
7800,Rick Sanchez,DEAD,Alien  ,unknown,Gazorpazorp,S01E02|S01E03,
